,index,Count
665,acidic,1
664,bitter,1
737,infections,1
740,breathe,1
743,medicine,1
799,issue—if,1
850,again—and,1
844,entertained—and,1
839,interaction,1
838,joys,1
837,realizing,1
836,happened,1
835,twomonthsold,1
832,csection,1
829,postpartum,1
819,vaccination,1
811,punches,1
808,flexible—things,1
801,peeing,1
796,sleepiness,1
748,hungry—you,1
794,pinpoint,1
788,confusion,1
787,daynight,1
784,uncomfortable,1
783,overstimulated,1
780,discussed,1
777,okay—different,1
770,combo,1
769,milk—or,1
766,fourounce,1
762,time—so,1
761,feeder,1
756,stopping,1
1775,cheerios,1
1780,minds,1
1781,dads,1
2531,chop,1
2528,entire,1
2527,purees,1
2526,warn,1
2524,judges,1
2522,devours,1
2520,shown,1
2519,heads,1
2518,order—and,1
2515,thirty,1
2514,dying,1
2512,rearranging,1
2510,germs—and,1
2507,timeouts,1
2506,boundarypushing,1
2502,there—but,1
2501,front—may,1
2500,bottom,1
2499,canines—the,1
2497,uttering,1
2496,leadup,1
2495,mediam,1
2494,jailbreaks,1
2493,carpet,1
2492,rug,1
2491,childproofing,1
2490,triplecheck,1
2488,climbing—maybe,1
2486,ownmonthold,1
2485,tactile,1
2530,finely,1
2533,sidewalk,1
1783,eleven,1
2534,pens,1
2589,breastfeed—and,1
2588,⅛,1
2587,onequarter,1
2582,excuse,1
2580,nap—though,1
2576,nosepicking,1
2574,precocious,1
2569,joneses,1
2567,bragging,1
2566,neighbor,1
2563,grunt,1
2562,panic,1
2559,mischievous,1
2558,supervision,1
2556,terrified,1
2555,banshee,1
2554,shrieking,1
2553,stripping,1
2552,chucking,1
2551,cabinet,1
2550,opening,1
2549,movesmonthold,1
2547,undressing,1
2545,yummy,1
2544,peas—they,1
2543,frozen,1
2540,phones,1
2539,brooms,1
2538,kitchens,1
2484,playzone,1
2483,childproofed,1
2482,received,1
2481,booster,1
2395,broom,1
2394,for—a,1
2393,identification,1
2392,biggie,1
2391,gums—no,1
2390,poking,1
2388,bothersome,1
2384,boobies,1
2383,breastfeeding—,1
2382,and—,1
2379,ventured,1
2377,normal—if,1
2373,update,1
2371,teaches,1
2370,selfesteem,1
2369,carrying,1
2368,sidekick,1
2367,fabulous,1
2366,togethermonthold,1
2363,purse,1
2362,cans,1
2360,bags,1
2359,boxes,1
2358,emptying—everything,1
2357,into—and,1
2356,digging,1
2355,minime,1
2352,childsize,1
2350,shapesorting,1
2397,stirring,1
2398,er…,1
2400,tantums,1
2431,shift,1
2480,pages,1
2476,inner,1
2475,channel,1
2474,crayon,1
2473,bouncing,1
2469,huh,1
2455,eliminate,1
2453,can—having,1
2451,kinds,1
2450,pickier,1
2435,nightmares—and,1
2434,lunchtime,1
2432,nudge,1
2430,onenapaday,1
2402,misbehaving,1
2429,desire,1
2427,excessive,1
2425,situation,1
2424,acts,1
2421,dwelling,1
2420,redirect,1
2419,eventually—stop,1
2418,hell—,1
2416,tail,1
2413,marker,1
2412,magic,1
2411,remote,1
2410,offlimits,1
2590,considering,1
2592,duct,1
2593,mastitis,1
2690,croup,1
2778,amazed,1
2777,relates,1
2775,stimulated,1
2774,presence,1
2773,zone,1
2771,educationbased,1
2770,ideally,1
2769,yourself—doctors,1
2768,fact—brace,1
2767,tune,1
2766,patrol,1
2765,paw,1
2764,mickey,1
2763,time—because,1
2760,themselfmonthold,1
2759,belong,1
2758,cleaned,1
2757,thoroughly,1
2755,receive,1
2753,ipv,1
2752,hepb,1
2751,final,1
2750,hideandseek,1
2749,nofail,1
2748,bubbles—theyre,1
2746,blowing,1
2745,overhand,1
2743,increasingly,1
2693,extrasensitive,1
2779,feats,1
2780,performing,1
2781,obvious,1
2812,eating—and,1
2840,confined,1
2839,accepting,1
2838,assess,1
2837,travel,1
2836,backup,1
2834,occupied,1
2828,puppets,1
2825,caring,1
2824,equipment,1
2823,childfriendly,1
2820,soccer,1
2818,pressuring,1
2814,toyearolds,1
2811,promote,1
2782,shines,1
2810,soothers,1
2806,predicament,1
2804,troubles,1
2802,cooperatively,1
2800,scoosme,1
2799,tankoo,1
2798,peas,1
2797,generally,1
2791,tlc,1
2790,regulate,1
2789,nineteenmontholds,1
2787,psych,1
2785,bend,1
2692,months—especially,1
2687,rewarded,1
2594,vulnerable,1
2685,behave,1
2635,mine,1
2632,leg,1
2631,clinging,1
2630,independence—though,1
2629,volume,1
2628,shocked,1
2627,hogs,1
2626,againmonthold,1
2625,deserve,1
2624,poopplaying,1
2622,outfits,1
2621,onepiece,1
2620,covers,1
2619,snug,1
2618,damaged,1
2617,original,1
2616,duplicate—just,1
2614,gives,1
2612,safely,1
2611,playard,1
2610,oven,1
2607,alone—not,1
2606,laundry,1
2602,horse,1
2600,drive,1
2598,bribing,1
2597,forcing,1
2596,gradual,1
2595,method,1
2636,manner,1
2638,buckle,1
2642,seat—it,1
2667,acknowledge,1
2684,atypically,1
2683,flapping,1
2682,unusual,1
2680,indicate,1
2679,exhibit,1
2678,hyperactivity,1
2677,deficit,1
2676,hyperactive,1
2675,impulsive,1
2673,lighthearted,1
2670,leaving—and,1
2669,effective,1
2668,departure,1
2666,tactic,1
2643,buckling,1
2665,sneakawaywithoutsayinggoodbyeoncethesitterarrives,1
2662,short—and,1
2661,supermarket,1
2658,independenceseeking,1
2657,signal,1
2656,row—these,1
2654,tells,1
2653,brace,1
2651,item,1
2648,jaunt,1
2647,crowds,1
2645,walking—theyre,1
2644,energy,1
2348,matching,1
2346,•shape,1
2343,•stacking,1
1911,react,1
1978,bye,1
1977,hi,1
1976,waving,1
1974,unsupported,1
1973,cruising—maybe,1
1972,journey,1
1969,schedules,1
1964,variations,1
1954,decision,1
1953,glad,1
1952,women,1
1950,extend,1
1942,realizes,1
1940,bulb,1
1939,transportation—until,1
1938,mode,1
1935,rip,1
1934,prod,1
1932,trouble—she,1
1931,drawn,1
1930,integrated,1
1929,closely—and,1
1926,compared,1
1922,stands,1
1920,anymore—she,1
1917,points,1
1916,independence—at,1
1914,temperaments—such,1
1913,displayed,1
1981,shaking,1
1985,tripled,1
1986,accurate,1
2018,roughly,1
2042,mumps,1
2041,measles,1
2040,mmr,1
2038,grass,1
2037,yard,1
2036,barefoot,1
2035,do—about,1
2034,define,1
2033,baby—,1
2032,basics,1
2030,desperation,1
2029,slept,1
2020,sleeptime,1
2016,bit—maybe,1
1987,listens,1
2012,gum,1
2010,judging,1
2006,group,1
2005,quarter,1
2004,lessen,1
2000,gestures,1
1999,commands,1
1998,onestep,1
1994,eek,1
1992,twist,1
1990,bathtub,1
1989,pouring,1
1988,sensations,1
1912,encounters,1
1909,learningobserving,1
2044,chickenpox,1
1906,spunk,1
1842,matter,1
1839,reach—and,1
1838,positioning,1
1836,support—maybe,1
1834,button,1
1833,shakes,1
1832,rattle,1
1830,doorbell,1
1829,sister,1
1828,too—your,1
1826,allimportant,1
1824,nurses,1
1822,problematic,1
1821,slowerthanaverage,1
1820,clasping,1
1818,remembers,1
1817,smarter,1
1815,it—you,1
1814,hugs,1
1810,soontobe,1
1809,chaotic,1
1808,movement,1
1804,cushions,1
1802,spit,1
1797,smear,1
1787,doable—although,1
1786,nudging,1
1785,down—babies,1
1784,divided,1
1844,aw,1
1847,cutup,1
1848,highchair,1
1876,served,1
1905,laidback,1
1903,character,1
1896,itsybitsy,1
1893,baby—this,1
1892,forth,1
1890,knobs,1
1888,lids,1
1886,sleeptraining—,1
1884,eager,1
1882,celebration,1
1881,naps—one,1
1879,carbs,1
1878,varied,1
1873,picked,1
1849,unattended,1
1871,shreds,1
1868,meltinyour,1
1864,blueberries,1
1862,game—continue,1
1861,fair,1
1860,fly,1
1859,failed,1
1858,strictly,1
1856,hiccup,1
1854,fussiness,1
1852,complaint,1
1851,eightounce,1
1850,though—in,1
2043,rubella,1
2045,varicella,1
2342,strollers,1
2225,lack,1
2287,understanding—but,1
2283,discussion,1
2282,evaluate,1
2278,apparent,1
2277,asd,1
2275,spectrum,1
2271,tearful,1
2267,mantra,1
2266,fits,1
2264,meltdown,1
2259,consensus,1
2258,worst,1
2257,ibuprofen,1
2256,acetaminophen,1
2255,relief,1
2252,ambitious,1
2249,though—its,1
2248,matters,1
2245,bowlegs,1
2243,nice,1
2241,falls—or,1
2239,tumbles,1
2237,somersaults,1
2236,splats,1
2235,bumps,1
2234,courage,1
2233,summoning,1
2231,alreadymonthold,1
2227,money,1
2289,consult,1
2290,treatment,1
2291,settle,1
2317,sweetened,1
2340,mowers,1
2337,•push,1
2336,•pattycake,1
2335,aok,1
2333,growth—then,1
2331,week—and,1
2330,terms,1
2329,untouched,1
2326,tomatoes,1
2325,cherry,1
2323,candies,1
2321,peanuts,1
2318,buttered,1
2316,salted,1
2292,planned,1
2315,development—but,1
2314,fats—because,1
2313,restrict,1
2308,loved,1
2306,rejecting,1
2305,foods—but,1
2304,screens,1
2303,shutting,1
2300,tools,1
2299,groggily,1
2297,disruption,1
2295,desperate,1
2293,vivid,1
2226,blisters,1
2220,countertop,1
2050,consumer,1
2214,chunky,1
2096,wobbly,1
2094,counter,1
2093,across—for,1
2092,finds,1
2091,actual,1
2090,cadence,1
2089,gibberish,1
2088,example—and,1
2087,jacket,1
2086,cak,1
2085,bottleda,1
2084,—ba,1
2081,reflected,1
2079,scale,1
2078,babyhood—it,1
2077,and—just,1
2075,disappearing,1
2074,pudge,1
2070,sloppy,1
2069,unsolicited,1
2068,spontaneous,1
2066,positives,1
2063,preview,1
2061,swings,1
2059,squirmy,1
2058,messes,1
2057,arrived,1
2052,retire,1
2051,reports,1
2100,prewalking,1
2101,chasing,1
2103,morphed,1
2153,sized,1
2212,beginners,1
2211,artist,1
2210,budding,1
2208,household,1
2184,it—and,1
2167,bunny,1
2166,handful,1
2165,live,1
2164,ravenous—and,1
2163,finicky,1
2157,devoured,1
2156,heck,1
2155,next—or,1
2152,practical,1
2107,resolved,1
2146,poses,1
2145,training—unless,1
2140,awaken,1
2136,promotes,1
2128,books…,1
2125,bed—getting,1
2119,broken,1
2116,streaks,1
2113,crop,1
2112,mark,1
2111,passed,1
2110,tatrums,1
2108,knowhow,1
3885,emerging,1
